Transaction_ID,Transaction_Date,Customer_ID,Product_Name,Quantity,Price,Payment_Method,Transaction_Status
T2320,2025-01-08,C3550,Smartphone,153,685.100431827509,Credit Card,Unknown
T2348,2022-02-23,C3791,Smartphone,913,279.64632464652107,Credit Card,Completed
T2383,2024-11-03,C3499,Laptop,568,635.6302662548472,Cash,Pending
T2397,2024-10-16,C4760,Smartphone,133,84.27467329682857,PayPal,Completed
T2401,2021-10-03,C3329,Tablet,872,170.87159570286946,Credit Card,Completed
T2402,2022-01-19,C2091,Smartphone,738,162.53444435030372,PayPal,Completed
T2404,2022-01-02,C3672,Smartphone,479,604.3824952533583,Cash,Failed
T2405,2024-05-14,C3844,Smartphone,600,980.7,Credit Card,Unknown
T2412,2021-11-16,C1218,Laptop,8,287.8794564021206,Credit Card,Failed
T2432,2023-04-12,C1050,Smartphone,1,807.9532525905299,Credit Card,Unknown
T2442,2020-08-07,C3941,Coffee Maker,6,993.1485574101688,Credit Card,Failed
T2507,2021-12-17,C795,Coffee Maker,241,785.427890063127,PayPal,Unknown
T2511,2023-12-08,C1200,Smartphone,2,304.58589268010405,PayPal,Completed
T2513,2020-11-14,C420,Smartphone,10,206.76713414554405,Cash,Unknown
T2550,2023-01-19,C1396,Laptop,1,368.74,PayPal,Completed
T2559,2022-05-20,C006,Laptop,484,96.61830192979843,PayPal,Completed
T2584,2023-11-23,C2986,Tablet,705,610.6531188657418,PayPal,Pending
T2588,2021-12-22,C3703,Headphones,868,206.25985724144385,Credit Card,Completed
T2604,2020-05-28,C2748,Smartphone,288,936.64,Cash,Completed
T2622,2021-04-02,C3864,Headphones,817,441.6095711601121,Credit Card,Unknown
T2655,2024-04-29,C3030,Headphones,542,718.3900576465777,Cash,Completed
T2676,2021-03-25,C2942,Headphones,1,230.47961023692565,Credit Card,Completed
T2684,2024-01-02,C3487,Coffee Maker,105,173.6269365341334,Credit Card,Completed
T2687,2023-09-19,C295,Tablet,676,215.60720759997156,Credit Card,Unknown
T2689,2022-02-19,C2435,Tablet,4,766.0735984578471,Credit Card,Completed
T2717,2024-07-01,C2842,Smartphone,6,935.7545059445646,PayPal,Unknown
T2725,2021-12-13,C3609,Coffee Maker,685,458.2713825376307,PayPal,Completed
T2738,2025-01-21,C2028,Tablet,10,420.95553682691104,Credit Card,Unknown
T2749,2022-12-07,C2367,Coffee Maker,908,813.35,Credit Card,Unknown
T2767,2020-05-29,C786,Tablet,651,294.9556730525529,PayPal,Unknown
T2823,2024-11-02,C4695,Smartphone,7,546.1040670603834,Credit Card,Pending
T2829,2023-06-20,C1050,Tablet,6,674.3483888166638,Cash,Pending
T2847,2022-04-15,C1922,Laptop,980,748.7421345786015,Cash,Completed
T2871,2021-03-28,C4197,Coffee Maker,5,175.25213304568857,Credit Card,Completed
T2873,2023-09-22,C1279,Laptop,986,718.2759213926646,PayPal,Failed
T2877,2021-05-07,C338,Headphones,7,347.99693089834,Credit Card,Pending
T2886,2024-11-11,C1979,Headphones,939,562.7133431828125,Credit Card,Unknown
T2896,2020-08-28,C4075,Laptop,544,417.68783248983607,PayPal,Completed
T2940,2022-04-22,C1802,Laptop,856,817.138398950665,PayPal,Pending
T2946,2024-01-17,C1981,Coffee Maker,8,353.12998371742196,Credit Card,Pending
T2948,2020-08-12,C964,Laptop,1,57.116794457270416,PayPal,Completed
T2956,2022-01-21,C2282,Headphones,885,540.3077851961284,PayPal,Completed
T2972,2021-04-22,C764,Headphones,10,810.5859492971437,Cash,Failed
T2982,2024-04-12,C4888,Headphones,417,664.4754903809286,PayPal,Unknown
T2984,2022-07-01,C509,Coffee Maker,6,790.0706269818203,PayPal,Pending
T2999,2022-10-23,C4467,Coffee Maker,342,983.944273775997,Credit Card,Completed
T3001,2023-12-07,C246,Tablet,592,477.6491383703239,Credit Card,Completed
T3008,2023-10-09,C4335,Coffee Maker,9,551.7745297187394,PayPal,Failed
T3011,2024-05-17,C4751,Coffee Maker,10,373.71,PayPal,Completed
T3021,2022-05-08,C1905,Headphones,10,898.52,Credit Card,Failed
T3053,2020-04-12,C1618,Smartphone,698,234.56119506798103,Credit Card,Failed
T3055,2020-03-01,C3985,Smartphone,869,585.804955556867,PayPal,Failed
T3072,2020-08-24,C3086,Laptop,6,843.8019839922989,Cash,Failed
T3073,2023-07-26,C1507,Tablet,9,234.95,PayPal,Completed
T3078,2022-05-27,C3890,Laptop,10,331.2656543777612,PayPal,Pending
T3088,2024-07-03,C733,Coffee Maker,6,208.54210111498648,Credit Card,Completed
T3093,2024-06-24,C2122,Tablet,5,648.157093091415,Cash,Unknown
T3099,2020-04-26,C4643,Coffee Maker,9,284.7977381542014,Credit Card,Completed
T3116,2024-11-15,C1278,Laptop,360,637.1575306732913,PayPal,Failed
T3132,2024-09-09,C694,Headphones,9,800.5988667421934,PayPal,Completed
T3182,2022-09-10,C258,Headphones,966,230.61400383718413,PayPal,Completed
T3188,2024-03-01,C098,Smartphone,667,235.2450515691346,PayPal,Completed
T3211,2024-08-06,C2708,Coffee Maker,2,636.5341375810178,Credit Card,Unknown
T3237,2024-09-17,C1770,Laptop,956,352.8176596604214,Credit Card,Failed
T3252,2024-07-07,C336,Coffee Maker,4,192.5008614157007,PayPal,Completed
T3254,2024-09-04,C841,Smartphone,922,765.8673735596567,Credit Card,Completed
T3266,2021-09-24,C1485,Laptop,6,850.7800970588328,PayPal,Completed
T3282,2022-07-07,C4645,Smartphone,840,279.51452912303387,Credit Card,Completed
T3297,2024-12-03,C1871,Smartphone,692,437.87,PayPal,Completed
T3309,2021-12-13,C1549,Laptop,3,992.8965145401396,PayPal,Completed
T3317,2020-07-05,C4361,Tablet,4,623.48,PayPal,Completed
T3336,2021-11-09,C2203,Headphones,10,558.3308810530726,Cash,Unknown
T3354,2020-12-23,C2095,Tablet,754,672.6183658990032,PayPal,Pending
T3373,2021-03-16,C1381,Tablet,887,800.6087706588451,Cash,Completed
T3385,2020-06-27,C183,Coffee Maker,504,377.7297634456516,PayPal,Completed
T3386,2024-09-20,C487,Laptop,188,506.04169733588026,PayPal,Failed
T3399,2023-12-03,C1228,Coffee Maker,3,276.7701984361745,PayPal,Completed
T3406,2020-04-18,C224,Tablet,844,928.0032327823212,PayPal,Pending
T3416,2021-01-06,C1737,Laptop,7,110.33424007815306,PayPal,Completed
T3429,2023-05-06,C3801,Smartphone,492,385.2475280734359,Credit Card,Completed
T3448,2022-06-22,C3651,Laptop,736,538.4408751694443,PayPal,Completed
T3476,2022-09-24,C2540,Tablet,7,461.6010961392831,PayPal,Failed
T3565,2024-12-23,C3911,Headphones,610,553.7157990643893,PayPal,Completed
T3591,2020-01-30,C1176,Headphones,10,380.70352315664456,PayPal,Completed
T3603,2023-02-24,C643,Tablet,7,347.45604100079044,Cash,Unknown
T3625,2023-12-20,C1723,Laptop,965,341.28116473506236,Credit Card,Completed
T3637,2021-01-06,C1013,Tablet,616,411.4137948290998,Cash,Failed
T3668,2024-02-13,C2959,Laptop,521,160.05404186960862,Credit Card,Unknown
T3684,2023-05-03,C3299,Laptop,7,217.9373557668131,Cash,Pending
T3697,2022-11-20,C1748,Headphones,532,651.1494144856936,Credit Card,Completed
T3703,2020-07-20,C2538,Coffee Maker,9,203.01585790458336,Cash,Unknown
T3759,2020-05-18,C909,Coffee Maker,718,904.0002098233188,PayPal,Failed
T3761,2020-07-20,C976,Coffee Maker,4,813.9126404379214,Cash,Pending
T3763,2023-09-06,C1569,Tablet,519,429.88198504597545,Credit Card,Unknown
T3811,2020-01-22,C100,Coffee Maker,139,999.406627269346,Credit Card,Pending
T3814,2021-05-06,C1771,Laptop,8,642.21,PayPal,Failed
T46829,2023-07-15,C4289,Smartphone,3,945.5681948950408,PayPal,Completed
T3829,2023-03-22,C1724,Smartphone,525,764.4465978011087,Credit Card,Failed
T3830,2020-11-28,C1847,Tablet,310,514.5312193983755,PayPal,Completed
T3834,2021-09-26,C2868,Headphones,6,369.46,Credit Card,Completed
T3848,2022-01-27,C4719,Headphones,9,623.9195975430305,Cash,Completed
T3850,2020-07-31,C585,Tablet,490,823.9787514295383,Credit Card,Completed
T3863,2024-10-19,C4469,Smartphone,2,618.9624839212693,Credit Card,Pending
T3891,2023-07-29,C4895,Tablet,8,717.9083724337138,Cash,Completed
T3947,2022-08-28,C130,Tablet,478,165.31644177501892,Credit Card,Failed
T3955,2021-10-27,C1878,Headphones,560,698.98,Cash,Pending
T3964,2022-02-03,C3807,Laptop,832,519.6387617940916,Credit Card,Completed
T4072,2024-01-03,C820,Coffee Maker,545,409.7481310369648,Cash,Failed
T4086,2020-06-13,C4851,Headphones,200,614.5025027029609,PayPal,Completed
T4098,2023-06-27,C3919,Laptop,6,492.0288150192991,Cash,Pending
T4142,2023-05-28,C2124,Tablet,9,993.2872573159096,Credit Card,Completed
T4155,2023-04-08,C481,Smartphone,4,777.206491835491,PayPal,Unknown
T4167,2024-10-14,C2374,Headphones,1,725.9995065974834,Credit Card,Completed
T4171,2024-04-13,C3949,Tablet,10,534.8403872166482,Credit Card,Completed
T4172,2024-11-29,C4316,Laptop,2,902.4172528427308,PayPal,Completed
T4185,2025-02-01,C144,Laptop,3,446.9395182690601,Credit Card,Pending
T4187,2023-10-03,C1913,Coffee Maker,9,127.27109968229064,Credit Card,Pending
T4215,2024-11-23,C466,Laptop,662,782.1098637377752,Credit Card,Completed
T4222,2023-07-25,C551,Laptop,292,532.3771856635644,PayPal,Completed
T4231,2024-02-25,C3190,Coffee Maker,377,668.8664191866587,Credit Card,Failed
T4238,2021-06-26,C3912,Laptop,6,597.8762585987017,Cash,Completed
T4272,2024-05-12,C4035,Laptop,459,682.5903969057376,PayPal,Completed
T4274,2021-05-24,C3219,Smartphone,10,536.3785922663876,Credit Card,Unknown
T4286,2023-08-12,C1812,Laptop,3,532.6178194726699,PayPal,Failed
T4319,2024-08-22,C3865,Smartphone,9,376.0840729704984,PayPal,Completed
T4355,2021-04-15,C3324,Tablet,469,991.4936220012114,PayPal,Completed
T4363,2022-03-05,C4604,Smartphone,663,406.4123182092323,PayPal,Completed
T4388,2023-09-21,C146,Tablet,264,859.3397936846297,Credit Card,Completed
T4395,2022-08-03,C1953,Laptop,647,979.3919703126172,Credit Card,Completed
T4410,2022-07-03,C1278,Smartphone,9,396.5,Cash,Unknown
T4415,2020-02-07,C4308,Tablet,10,59.26302376551104,Credit Card,Completed
T4429,2023-12-16,C3065,Laptop,437,545.5640262935481,PayPal,Completed
T4433,2022-07-11,C1388,Headphones,542,444.8649490125807,PayPal,Completed
T4457,2023-03-07,C2355,Laptop,603,990.8219383413114,PayPal,Pending
T4539,2020-07-17,C3223,Headphones,8,570.6266676736255,Cash,Completed
T4540,2021-01-28,C2192,Laptop,8,411.6091414722544,Cash,Completed
T4559,2023-09-09,C3378,Headphones,989,895.7569643092638,PayPal,Completed
T4570,2023-09-03,C2158,Laptop,318,952.8654970135926,PayPal,Unknown
T4576,2023-04-19,C2628,Tablet,10,962.3776368849466,Credit Card,Pending
T4594,2020-09-13,C1141,Tablet,395,830.4759207921171,PayPal,Completed
T4611,2020-08-02,C681,Laptop,558,544.1396693939508,Cash,Pending
T4668,2023-07-31,C3079,Laptop,307,705.2695704317255,PayPal,Pending
T4683,2023-05-06,C467,Tablet,6,602.0593123214447,Credit Card,Completed
T4684,2020-12-11,C951,Headphones,861,475.0203659482586,PayPal,Unknown
T4686,2023-06-21,C4148,Headphones,3,118.3003653706894,Credit Card,Unknown
T4696,2022-06-08,C2746,Coffee Maker,418,367.7847658235623,Credit Card,Completed
T4720,2024-05-03,C4031,Tablet,7,425.0480711559229,Credit Card,Unknown
T4725,2023-07-22,C2131,Tablet,4,123.44866982690056,Cash,Completed
T4747,2023-07-01,C084,Coffee Maker,4,584.6947814385778,PayPal,Completed
T4749,2023-09-04,C1717,Smartphone,778,464.9338245406406,PayPal,Completed
T4774,2022-08-02,C396,Tablet,8,176.84409340143907,Credit Card,Unknown
T4780,2022-05-19,C3094,Coffee Maker,5,858.5517953617881,Credit Card,Pending
T4790,2024-12-03,C2711,Smartphone,283,679.7985872600588,PayPal,Completed
T4807,2022-08-01,C3356,Smartphone,653,207.3327581538217,PayPal,Completed
T4810,2024-11-25,C2474,Headphones,390,938.9171113307344,PayPal,Pending
T4815,2024-06-26,C1345,Coffee Maker,140,496.62325515254486,Cash,Completed
T4822,2022-05-31,C2166,Headphones,984,68.95475253281874,PayPal,Completed
T4832,2020-08-29,C507,Coffee Maker,955,111.22492598228824,PayPal,Unknown
T4833,2021-03-01,C4051,Headphones,863,202.1652182571496,PayPal,Completed
T4844,2023-08-13,C4027,Tablet,8,679.0949394796507,PayPal,Completed
T4866,2020-01-18,C879,Smartphone,1,318.55473313657035,Cash,Pending
T4881,2020-08-27,C4225,Laptop,643,926.657923703918,Cash,Pending
T4884,2024-02-24,C832,Smartphone,1,873.9032765498125,PayPal,Failed
T4886,2024-02-22,C4666,Headphones,9,465.67964135343686,Cash,Completed
T4893,2024-01-13,C4059,Tablet,2,415.5421407633478,Credit Card,Failed
T4905,2023-07-21,C752,Coffee Maker,652,296.76878551044956,PayPal,Completed
T4910,2021-06-18,C4981,Laptop,1,965.7126943852156,Credit Card,Failed
T4937,2024-01-11,C970,Laptop,680,341.2861441344485,PayPal,Completed
T4941,2023-08-18,C2494,Smartphone,907,203.6075072184292,PayPal,Unknown
T4959,2022-09-17,C1847,Smartphone,4,695.6781018010483,PayPal,Failed
T4969,2021-07-20,C3338,Headphones,126,73.2354370359237,Cash,Completed
T4976,2023-09-17,C3965,Smartphone,5,891.1171370695236,Credit Card,Unknown
T4986,2021-07-01,C1772,Tablet,117,462.0847221430397,Credit Card,Failed
T4998,2022-08-08,C2607,Coffee Maker,6,978.1860721367328,PayPal,Completed
T5008,2022-12-18,C1425,Headphones,3,356.2132809335145,PayPal,Pending
T5022,2021-10-17,C268,Smartphone,260,530.6833432523349,Credit Card,Failed
T5059,2023-11-11,C1673,Smartphone,576,241.47502644821847,Cash,Failed
T5073,2021-08-27,C2403,Laptop,6,647.8846449966608,Credit Card,Completed
T5084,2023-01-26,C3884,Tablet,691,488.03801050828406,Cash,Pending
T5102,2021-07-01,C506,Smartphone,8,530.4489579832446,Credit Card,Pending
T5110,2020-03-09,C434,Coffee Maker,3,455.2329219437506,PayPal,Pending
T5193,2021-05-16,C3832,Tablet,1,673.0900701824308,Credit Card,Failed
T5241,2020-05-03,C1598,Smartphone,7,952.26,PayPal,Unknown
T5252,2023-06-02,C896,Headphones,1,886.7313129621984,Cash,Completed
T5254,2020-12-31,C3989,Tablet,2,774.2265722050843,PayPal,Completed
T5260,2020-06-02,C394,Headphones,5,651.21,PayPal,Completed
T5264,2022-12-11,C4528,Tablet,7,60.290145987621315,PayPal,Completed
T5266,2024-01-19,C4886,Headphones,6,151.42780983181493,PayPal,Failed
T5278,2024-09-09,C303,Tablet,4,652.0137625875145,Credit Card,Completed
T5301,2021-02-01,C3352,Coffee Maker,135,308.27847877240464,Credit Card,Completed
T5305,2023-02-20,C909,Tablet,10,507.8129031645422,Credit Card,Completed
T5350,2021-09-08,C398,Laptop,785,282.4369854831632,Credit Card,Pending
T5401,2020-05-24,C3012,Headphones,825,168.60428970203185,PayPal,Completed
T5410,2022-01-11,C1218,Coffee Maker,6,991.2798911649576,Credit Card,Pending
T5441,2024-06-26,C141,Smartphone,421,577.7987377684049,Cash,Completed
T5447,2020-04-07,C1559,Tablet,7,900.9862275623008,Credit Card,Unknown
T5454,2024-03-28,C959,Smartphone,5,747.84,PayPal,Completed
T5486,2021-08-24,C1948,Laptop,499,863.1795514240753,Credit Card,Failed
T5487,2024-04-01,C615,Tablet,783,496.9659492398401,Cash,Unknown
T5491,2023-05-23,C388,Laptop,7,436.6269033569651,PayPal,Failed
T5493,2023-10-05,C541,Headphones,3,98.79360800628274,PayPal,Completed
T5508,2024-08-29,C2631,Coffee Maker,252,437.9983699581995,Credit Card,Completed
T5521,2024-08-28,C3379,Smartphone,2,257.447439776404,Credit Card,Completed
T5531,2021-06-03,C3848,Laptop,597,575.4790186372325,Credit Card,Completed
T5549,2021-05-11,C1856,Laptop,451,601.551316981549,PayPal,Completed
T5559,2021-12-13,C3831,Smartphone,819,580.3209187406278,Cash,Pending
T5566,2023-10-22,C3726,Tablet,499,508.1287364222652,Cash,Failed
T5587,2023-07-06,C2686,Smartphone,613,389.6507426381722,PayPal,Completed
T5599,2023-03-25,C2403,Coffee Maker,543,294.19,Credit Card,Pending
T5604,2022-02-20,C3911,Laptop,2,569.05,PayPal,Failed
T5608,2021-09-30,C1394,Headphones,467,480.5924578329444,Credit Card,Unknown
T5627,2022-09-24,C4519,Smartphone,590,553.7141423697942,PayPal,Pending
T5628,2023-01-29,C1262,Laptop,644,757.5802368058701,PayPal,Pending
T5631,2024-01-05,C874,Tablet,207,786.5254365698312,Credit Card,Pending
T5645,2023-06-24,C1735,Smartphone,426,583.1691195579925,PayPal,Completed
T5653,2020-12-18,C4456,Smartphone,1,773.2343452561688,PayPal,Completed
